source_type,source_path,filename,extension,assigned_majors,word_count,preview_top_words
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 279,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 280,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 281,.csv-row,Computer Science; Data Science and Analytics,16,introdution; data; mining; machine; intelligence
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 282,.csv-row,Computer Science; Data Science and Analytics,16,introdution; data; mining; machine; intelligence
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 283,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 284,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 285,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 286,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 287,.csv-row,Computer Engineering,15,introduction; logic; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 288,.csv-row,Computer Engineering,15,introduction; logic; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 289,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 290,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 291,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 292,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 293,.csv-row,Computer Engineering,15,introduction; microprocessor
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 294,.csv-row,Computer Engineering,15,introduction; microprocessor
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 295,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 296,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 297,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 298,.csv-row,Computer Engineering,10,structured; computer; architecture
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 299,.csv-row,Computer Engineering,10,structured; computer; architecture
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 300,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 301,.csv-row,Computer Engineering,10,cad; based; computer; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 302,.csv-row,Computer Engineering,10,cad; based; computer; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 303,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 304,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 305,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 306,.csv-row,Computer Engineering,12,introduction; vlsi; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 307,.csv-row,Computer Engineering,12,introduction; vlsi; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 308,.csv-row,Computer Engineering,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 309,.csv-row,Computer Engineering,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 310,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 311,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 312,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 313,.csv-row,Computer Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 314,.csv-row,Computer Engineering; Electrical Engineering,12,introduction; embedded; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 315,.csv-row,Computer Engineering; Electrical Engineering,12,introduction; embedded; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 316,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 317,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 318,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 319,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 320,.csv-row,Computer Science,12,principles; software
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 321,.csv-row,Computer Science,12,principles; software
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 322,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 323,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 324,.csv-row,Computer Science; Computer Engineering,10,software; hardware; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 325,.csv-row,Computer Science; Computer Engineering,10,software; hardware; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 326,.csv-row,Computer Science; Computer Engineering; Electrical Engineering,16,introduction; computer; systems; performance; evaluation
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 327,.csv-row,Computer Science; Computer Engineering; Electrical Engineering,16,introduction; computer; systems; performance; evaluation
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 328,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 329,.csv-row,Computer Science,6,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 330,.csv-row,Computer Science,8,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 331,.csv-row,Unclassified EECS,8,computer
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 332,.csv-row,Unclassified EECS,8,computer
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 333,.csv-row,Unclassified EECS,8,computer
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 334,.csv-row,Unclassified EECS,8,computer
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 335,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 336,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 337,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 338,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 339,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 340,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 341,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 342,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 343,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 344,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 345,.csv-row,Computer Science; Electrical Engineering,12,introduction; data; communications
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 346,.csv-row,Computer Science; Electrical Engineering,12,introduction; data; communications
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 347,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 348,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 349,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 350,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 351,.csv-row,Computer Science; Cybersecurity,16,introduction; data; network; security
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 352,.csv-row,Computer Science; Cybersecurity,16,introduction; data; network; security
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 353,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 354,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 355,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 356,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 357,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 358,.csv-row,Computer Science,14,introduction; programming
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 359,.csv-row,Computer Science,14,introduction; programming
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 360,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 361,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 362,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 363,.csv-row,Computer Science,12,foundations; computer; science
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 364,.csv-row,Computer Science,12,foundations; computer; science
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 365,.csv-row,Computer Science,16,prerequisite
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 366,.csv-row,Computer Science,17,foundation; computer; science; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 367,.csv-row,Computer Science,17,foundation; computer; science; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 368,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 369,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 370,.csv-row,Computer Science,19,minimum; grade; prerequisite
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 371,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 372,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 373,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 374,.csv-row,Computer Science,14,data; structures; algorithm; analysis
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 375,.csv-row,Computer Science,14,data; structures; algorithm; analysis
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 376,.csv-row,Computer Science,71,directed; independent; study; data; structures; algorithm; analysis; minimum
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 377,.csv-row,Computer Science,71,directed; independent; study; data; structures; algorithm; analysis; minimum
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 378,.csv-row,Computer Science,67,data; structures; algorithm; analysis; minimum; grade; eligible; register
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 379,.csv-row,Computer Science,17,minimum; grade; prerequisite
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 380,.csv-row,Computer Science,13,prerequisite
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 381,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 382,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 383,.csv-row,Computer Science,12,introduction; database; structures
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 384,.csv-row,Computer Science,12,introduction; database; structures
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 385,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 386,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 387,.csv-row,Computer Science,12,introduction; internet; computing
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 388,.csv-row,Computer Science,12,introduction; internet; computing
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 389,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 390,.csv-row,Computer Science,8,programming; languages
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 391,.csv-row,Computer Science,8,programming; languages
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 392,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 393,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 394,.csv-row,Computer Science,8,python; programming
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 395,.csv-row,Computer Science,8,python; programming
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 396,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 397,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 398,.csv-row,Computer Science,14,object; oriented; design; programming
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 399,.csv-row,Computer Science,14,object; oriented; design; programming
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 400,.csv-row,Computer Science,10,graphical; development
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 401,.csv-row,Computer Science,10,graphical; development
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 402,.csv-row,Computer Science,12,component; programming; net
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 403,.csv-row,Computer Science,12,component; programming; net
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 404,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 405,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 406,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 407,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 408,.csv-row,Computer Science; Electrical Engineering,10,computer; operating; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 409,.csv-row,Computer Science; Electrical Engineering,10,computer; operating; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 410,.csv-row,Computer Science,7,mobile; app; projects
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 411,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 412,.csv-row,Computer Science,6,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 413,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 414,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 415,.csv-row,Computer Science; Electrical Engineering,10,applied; database; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 416,.csv-row,Computer Science; Electrical Engineering,10,applied; database; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 417,.csv-row,Computer Science,17,prerequisite
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 418,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 419,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 420,.csv-row,Computer Science,8,web; services
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 421,.csv-row,Computer Science,8,web; services
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 422,.csv-row,Computer Science,10,cutting; edge; web; technologies
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 423,.csv-row,Computer Science,10,cutting; edge; web; technologies
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 424,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 425,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 426,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 427,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 428,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 429,.csv-row,Computer Science,14,design; analysis; algorithms
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 430,.csv-row,Computer Science,14,design; analysis; algorithms
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 431,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 432,.csv-row,Computer Science,14,formal; languages; automata; theory
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 433,.csv-row,Computer Science,14,formal; languages; automata; theory
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 434,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 435,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 436,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 437,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 438,.csv-row,Computer Science; Data Science and Analytics; Cybersecurity; Artificial Intelligence,10,data; science; cybersecurity; ethics
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 439,.csv-row,Computer Science,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 440,.csv-row,Computer Science; Cybersecurity,8,applied; cryptography
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 441,.csv-row,Computer Science; Cybersecurity,8,applied; cryptography
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 442,.csv-row,Computer Science,8,cryptographic
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 443,.csv-row,Computer Science,8,cryptographic
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 444,.csv-row,Computer Science; Cybersecurity,14,introduction; security; cryptography
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 445,.csv-row,Computer Science; Cybersecurity,14,introduction; security; cryptography
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 446,.csv-row,Computer Science,8,randomized; algorithms
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 447,.csv-row,Computer Science,8,randomized; algorithms
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 448,.csv-row,Computer Science,8,senior; seminar
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 449,.csv-row,Computer Science,8,senior; seminar
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 450,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 451,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 452,.csv-row,Electrical Engineering,6,electronics
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 453,.csv-row,Electrical Engineering,6,electronics
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 454,.csv-row,Electrical Engineering,13,high; frequency; amplifiers
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 455,.csv-row,Electrical Engineering,13,high; frequency; amplifiers
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 456,.csv-row,Electrical Engineering,6,electronics
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 457,.csv-row,Electrical Engineering,6,electronics
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 458,.csv-row,Electrical Engineering,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 459,.csv-row,Electrical Engineering,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 460,.csv-row,Electrical Engineering,6,nanobiotechnology
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 461,.csv-row,Electrical Engineering,6,nanobiotechnology
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 462,.csv-row,Electrical Engineering,14,introduction; digital; signal; processing
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 463,.csv-row,Electrical Engineering,14,introduction; digital; signal; processing
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 464,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 465,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 466,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 467,.csv-row,Electrical Engineering,14,stochastic; processes; random; signals
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 468,.csv-row,Electrical Engineering,14,stochastic; processes; random; signals
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 469,.csv-row,Electrical Engineering; Data Science and Analytics,34,stochastic; processes; random; signals; pursuing; math; sta; probability
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 470,.csv-row,Electrical Engineering; Data Science and Analytics,34,stochastic; processes; random; signals; pursuing; math; sta; probability
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 471,.csv-row,Electrical Engineering,10,engineers
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 472,.csv-row,Electrical Engineering,10,engineers
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 473,.csv-row,Electrical Engineering,10,electrical; practice
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 474,.csv-row,Electrical Engineering,10,electrical; practice
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 475,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 476,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 477,.csv-row,Electrical Engineering,6,circuits
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 478,.csv-row,Electrical Engineering,6,circuits
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 479,.csv-row,Electrical Engineering,6,circuits
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 480,.csv-row,Electrical Engineering,6,circuits
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 481,.csv-row,Electrical Engineering,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 482,.csv-row,Electrical Engineering,7,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 483,.csv-row,Electrical Engineering,9,lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 484,.csv-row,Electrical Engineering,9,lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 485,.csv-row,Electrical Engineering,12,electromagnetic; field; waves
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 486,.csv-row,Electrical Engineering,12,electromagnetic; field; waves
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 487,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 488,.csv-row,Electrical Engineering,4,
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 489,.csv-row,Electrical Engineering,9,lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 490,.csv-row,Electrical Engineering,9,lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 491,.csv-row,Electrical Engineering,10,electric; power; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 492,.csv-row,Electrical Engineering,10,electric; power; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 493,.csv-row,Electrical Engineering,8,electrical; machines
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 494,.csv-row,Electrical Engineering,8,electrical; machines
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 495,.csv-row,Electrical Engineering,10,photovoltaic; power; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 496,.csv-row,Electrical Engineering,10,photovoltaic; power; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 497,.csv-row,Electrical Engineering,15,devices; circuits
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 498,.csv-row,Electrical Engineering,15,devices; circuits
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 499,.csv-row,Electrical Engineering,15,microwave; laboratory
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 500,.csv-row,Electrical Engineering,15,microwave; laboratory
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 501,.csv-row,Electrical Engineering,8,microwave
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 502,.csv-row,Electrical Engineering,8,microwave
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 503,.csv-row,Computer Science; Electrical Engineering,12,introduction; antenna; theory
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 504,.csv-row,Computer Science; Electrical Engineering,12,introduction; antenna; theory
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 505,.csv-row,Electrical Engineering,8,electromagnetic; compatibility
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 506,.csv-row,Electrical Engineering,8,electromagnetic; compatibility
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 507,.csv-row,Electrical Engineering,14,introduction; digital; signal; processing
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 508,.csv-row,Electrical Engineering,14,introduction; digital; signal; processing
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 509,.csv-row,Electrical Engineering,8,communication; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 510,.csv-row,Electrical Engineering,8,communication; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 511,.csv-row,Electrical Engineering,13,communication; systems; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 512,.csv-row,Electrical Engineering,13,communication; systems; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 513,.csv-row,Electrical Engineering,8,control; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 514,.csv-row,Electrical Engineering,8,control; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 515,.csv-row,Electrical Engineering,13,control; systems; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 516,.csv-row,Electrical Engineering,13,control; systems; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 517,.csv-row,Electrical Engineering,12,analysis; linear; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 518,.csv-row,Electrical Engineering,12,analysis; linear; systems
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 519,.csv-row,Electrical Engineering,14,introduction; microcontrollers; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 520,.csv-row,Electrical Engineering,14,introduction; microcontrollers; lab
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 521,.csv-row,Electrical Engineering,10,innovative; product; design
course_listing_row,DepCourseInfo\course_listings.csv,course_listings.csv row 522,.csv-row,Electrical Engineering,10,innovative; product; design
