course_code,prefix,number,level,title_or_context,source_page,linked_file_or_page,raw_text
BME 5000,BME,5000,graduate,Introduction to Bioengineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,,BME 5000 Introduction to Bioengineering
BME 5000,BME,5000,graduate,Introduction to Bioengineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme5000intro-bioeng.pdf,BME 5000 Introduction to Bioengineering
BME 5742,BME,5742,graduate,Bio-systems Modeling and Control,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,,BME 5742 Bio-systems Modeling and Control
BME 5742,BME,5742,graduate,Bio-systems Modeling and Control,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme5742bio-systems-modeling-control.pdf,BME 5742 Bio-systems Modeling and Control
BME 6324,BME,6324,graduate,Stem Cell Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,,BME 6324 Stem Cell Engineering
BME 6324,BME,6324,graduate,Stem Cell Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme6324stem-cell-eng.pdf,BME 6324 Stem Cell Engineering
BME 6334,BME,6334,graduate,Tissue Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,,BME 6334 Tissue Engineering
BME 6334,BME,6334,graduate,Tissue Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme6334tissue-eng.pdf,BME 6334 Tissue Engineering
BME 6762,BME,6762,graduate,Bioinformatics: Bioengineering Perspectives,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,,BME 6762 Bioinformatics: Bioengineering Perspectives
BME 6762,BME,6762,graduate,Bioinformatics: Bioengineering Perspectives,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme6762bioinformatics-bioeng-perspectives.pdf,BME 6762 Bioinformatics: Bioengineering Perspectives
CAP 5615,CAP,5615,graduate,Intro to Neural Networks,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CAP 5615 Intro to Neural Networks
CAP 5615,CAP,5615,graduate,Introduction to Neural Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 5615 Introduction to Neural Networks
CAP 5615,CAP,5615,graduate,Introduction to Neural Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap5615intro-neural-networks.pdf,CAP 5615 Introduction to Neural Networks
CAP 5625,CAP,5625,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-ai/,,CAP 5625
CAP 5625,CAP,5625,graduate,Computational Foundations of AI,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CAP 5625: Computational Foundations of AI
CAP 5625,CAP,5625,graduate,Computational Foundations of Artificial Intelligence,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 5625 Computational Foundations of Artificial Intelligence
CAP 5625,CAP,5625,graduate,Computational Foundations of Artificial Intelligence,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap5625computational-foundations-of-artificial-intelligence.pdf,CAP 5625 Computational Foundations of Artificial Intelligence
CAP 5768,CAP,5768,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-itm/,,CAP 5768
CAP 5768,CAP,5768,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-ai/,,CAP 5768
CAP 5768,CAP,5768,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics,,CAP 5768
CAP 5768,CAP,5768,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics/,,CAP 5768
CAP 5768,CAP,5768,graduate,Introduction to Data Science,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 5768 Introduction to Data Science
CAP 5768,CAP,5768,graduate,Introduction to Data Science,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap5768introduction-to-data-science.pdf,CAP 5768 Introduction to Data Science
CAP 5768,CAP,5768,graduate,Introduction to Data Science,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CAP 5768: Introduction to Data Science
CAP 5768,CAP,5768,graduate,Introduction to Data Science CAP 6619 Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/degree-req/,,DSA courses include: CAP 6673 Data Mining and Machine Learning CAP 5768 Introduction to Data Science CAP 6619 Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Information Retrieval
CAP 6010,CAP,6010,graduate,Multimedia Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6010 Multimedia Systems
CAP 6010,CAP,6010,graduate,Multimedia Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6010multimedia-systems.pdf,CAP 6010 Multimedia Systems
CAP 6018,CAP,6018,graduate,Multimedia Programming,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6018 Multimedia Programming
CAP 6018,CAP,6018,graduate,Multimedia Programming,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6018multimedia-programming.pdf,CAP 6018 Multimedia Programming
CAP 6315,CAP,6315,graduate,Social Networks,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CAP 6315 Social Networks / Big Data Analytics
CAP 6315,CAP,6315,graduate,Social Networks and Big Data Analytics,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6315 Social Networks and Big Data Analytics
CAP 6315,CAP,6315,graduate,Social Networks and Big Data Analytics,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6315social-networks-big-data-analytics.pdf,CAP 6315 Social Networks and Big Data Analytics
CAP 6411,CAP,6411,graduate,Foundations of Vision,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6411 Foundations of Vision
CAP 6411,CAP,6411,graduate,Foundations of Vision,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6411foundations-vision.pdf,CAP 6411 Foundations of Vision
CAP 6546,CAP,6546,graduate,Data Mining for Bioinformatics,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6546 Data Mining for Bioinformatics
CAP 6546,CAP,6546,graduate,Data Mining for Bioinformatics,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6546Data-mining-for-bioinformatics.pdf,CAP 6546 Data Mining for Bioinformatics
CAP 6610,CAP,6610,graduate,Applied Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6610 Applied Machine Learning
CAP 6610,CAP,6610,graduate,Applied Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap-6610-applied-machine-learning.pdf,CAP 6610 Applied Machine Learning
CAP 6617,CAP,6617,graduate,Sparse Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6617 Sparse Learning
CAP 6617,CAP,6617,graduate,Sparse Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6617sparse-learning.pdf,CAP 6617 Sparse Learning
CAP 6618,CAP,6618,graduate,Machine Learning for Computer Vision,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6618 Machine Learning for Computer Vision
CAP 6618,CAP,6618,graduate,Machine Learning for Computer Vision,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6618machine-learning-computer-vision.pdf,CAP 6618 Machine Learning for Computer Vision
CAP 6619,CAP,6619,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-ai/,,CAP 6619
CAP 6619,CAP,6619,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics,,CAP 6619
CAP 6619,CAP,6619,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics/,,CAP 6619
CAP 6619,CAP,6619,graduate,Deep Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6619 Deep Learning
CAP 6619,CAP,6619,graduate,Deep Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6619deep-learning.pdf,CAP 6619 Deep Learning
CAP 6619,CAP,6619,graduate,Deep Learning,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Co-Instructor for CAP 6619: Deep Learning
CAP 6619,CAP,6619,graduate,Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/degree-req/,,DSA courses include: CAP 6673 Data Mining and Machine Learning CAP 5768 Introduction to Data Science CAP 6619 Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Information Retrieval
CAP 6629,CAP,6629,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-ai/,,CAP 6629
CAP 6629,CAP,6629,graduate,Reinforcement Learning,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CAP 6629 Reinforcement Learning
CAP 6635,CAP,6635,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-ai/,,CAP 6635
CAP 6635,CAP,6635,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-ai/,,CAP 6635
CAP 6635,CAP,6635,graduate,Artificial Intelligence,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6635 Artificial Intelligence
CAP 6635,CAP,6635,graduate,Artificial Intelligence,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6635artificial-intelligence.pdf,CAP 6635 Artificial Intelligence
CAP 6635,CAP,6635,graduate,Artificial Intelligence CAP 6776 Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/degree-req/,,DSA courses include: CAP 6673 Data Mining and Machine Learning CAP 5768 Introduction to Data Science CAP 6619 Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Information Retrieval
CAP 6635,CAP,6635,graduate,Artificial Intelligence on 02/28/2025,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Distinguished Guest Speaker for CAP 6635 Artificial Intelligence on 02/28/2025
CAP 6640,CAP,6640,graduate,Natural Language Processing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6640 Natural Language Processing
CAP 6640,CAP,6640,graduate,Natural Language Processing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6640natural-language-processing.pdf,CAP 6640 Natural Language Processing
CAP 6673,CAP,6673,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-ai/,,CAP 6673
CAP 6673,CAP,6673,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-ai/,,CAP 6673
CAP 6673,CAP,6673,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics,,CAP 6673
CAP 6673,CAP,6673,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics/,,CAP 6673
CAP 6673,CAP,6673,graduate,Data Mining and Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6673 Data Mining and Machine Learning
CAP 6673,CAP,6673,graduate,Data Mining and Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6673data-mining-machine-learning.pdf,CAP 6673 Data Mining and Machine Learning
CAP 6673,CAP,6673,graduate,Data Mining and Machine Learning CAP 5768 Introduction to Data Science CAP 6619 Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Info,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/degree-req/,,DSA courses include: CAP 6673 Data Mining and Machine Learning CAP 5768 Introduction to Data Science CAP 6619 Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Information Retrieval
CAP 6683,CAP,6683,graduate,on 10/6/22,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Distinguished Guest Speaker for CAP 6683 on 10/6/22
CAP 6683,CAP,6683,graduate,on 11/15/22,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Distinguished Guest Speaker for CAP 6683 on 11/15/22
CAP 6683,CAP,6683,graduate,on 11/22/22,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Distinguished Guest Speaker for CAP 6683 on 11/22/22
CAP 6683,CAP,6683,graduate,on 11/29/22,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Distinguished Guest Speaker for CAP 6683 on 11/29/22
CAP 6776,CAP,6776,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics,,CAP 6776
CAP 6776,CAP,6776,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics/,,CAP 6776
CAP 6776,CAP,6776,graduate,Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6776 Information Retrieval
CAP 6776,CAP,6776,graduate,Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6776information-retrieval.pdf,CAP 6776 Information Retrieval
CAP 6776,CAP,6776,graduate,Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/degree-req/,,DSA courses include: CAP 6673 Data Mining and Machine Learning CAP 5768 Introduction to Data Science CAP 6619 Deep Learning CAP 6635 Artificial Intelligence CAP 6776 Information Retrieval
CAP 6776,CAP,6776,graduate,Information Retrieval,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CAP 6776 - Information Retrieval
CAP 6777,CAP,6777,graduate,Web Mining,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6777 Web Mining
CAP 6777,CAP,6777,graduate,Web Mining,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6777web-mining.pdf,CAP 6777 Web Mining
CAP 6778,CAP,6778,graduate,Advanced Data Mining and Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6778 Advanced Data Mining and Machine Learning
CAP 6778,CAP,6778,graduate,Advanced Data Mining and Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6778adv-data-mining-machine-learning.pdf,CAP 6778 Advanced Data Mining and Machine Learning
CAP 6780,CAP,6780,graduate,Big Data Analytics with Hadoop,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6780 Big Data Analytics with Hadoop
CAP 6780,CAP,6780,graduate,Big Data Analytics with Hadoop,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6780big-data-analytics.pdf,CAP 6780 Big Data Analytics with Hadoop
CAP 6807,CAP,6807,graduate,Computational Advertising and Real-Time Data Analytics,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CAP 6807 Computational Advertising and Real-Time Data Analytics
CAP 6807,CAP,6807,graduate,Computational Advertising and Real-Time Data Analytics,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6807computational-adv.pdf,CAP 6807 Computational Advertising and Real-Time Data Analytics
CDA 5326,CDA,5326,graduate,Cryptographic Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CDA 5326 Cryptographic Engineering
CDA 5326,CDA,5326,graduate,Cryptographic Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda5326cryptographic-eng.pdf,CDA 5326 Cryptographic Engineering
CDA 6122,CDA,6122,graduate,Evaluation of Parallel and Distributed Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CDA 6122 Evaluation of Parallel and Distributed Systems
CDA 6122,CDA,6122,graduate,Evaluation of Parallel and Distributed Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6122eval-parallel-dist-systs.pdf,CDA 6122 Evaluation of Parallel and Distributed Systems
CDA 6132,CDA,6132,graduate,Multiprocessor Architecture,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CDA 6132 Multiprocessor Architecture
CDA 6132,CDA,6132,graduate,Multiprocessor Architecture,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6132multip-architecture.pdf,CDA 6132 Multiprocessor Architecture
CDA 6214,CDA,6214,graduate,Structured VLSI Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CDA 6214 Structured VLSI Design
CDA 6214,CDA,6214,graduate,Structured VLSI Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6214structured-vlsi-design.pdf,CDA 6214 Structured VLSI Design
CDA 6316,CDA,6316,graduate,Embedded Systems Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CDA 6316 Embedded Systems Design
CDA 6316,CDA,6316,graduate,Embedded Systems Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6316embedded-systems-design.pdf,CDA 6316 Embedded Systems Design
CEN 5035,CEN,5035,graduate,,https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-itm/,,CEN 5035
CEN 5035,CEN,5035,graduate,Software Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CEN 5035 Software Engineering
CEN 5035,CEN,5035,graduate,Software Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen5035sw-eng.pdf,CEN 5035 Software Engineering
CEN 5035,CEN,5035,graduate,Software Engineering,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CEN 5035 Software Engineering
CEN 5086,CEN,5086,graduate,Cloud Computing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CEN 5086 Cloud Computing
CEN 5086,CEN,5086,graduate,Cloud Computing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen5086cloud-computing.pdf,CEN 5086 Cloud Computing
CEN 5931,CEN,5931,graduate,CEN 6930 may be counted only with prior approval of the advisor.,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/courses/,,"Both thesis and non-thesis options require a minimum of 30 credits. Students must take 1 course from Theory and Algorithms (graduate course prefix COT), 1 course from Software and Programming (graduate course prefix COP or CEN), and 1 course from Systems and Applications (graduate course prefix CAP, CIS, CNT, or CDA). Please note that courses COT 5930, COT 6930, COT 6900, COT 6905, CEN 5931, CEN 6930 may be counted only with prior approval of the advisor."
CEN 6027,CEN,6027,graduate,Software Maintenance and Evolution,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CEN 6027 Software Maintenance and Evolution
CEN 6027,CEN,6027,graduate,Software Maintenance and Evolution,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6027sw-maint-evolution.pdf,CEN 6027 Software Maintenance and Evolution
CEN 6075,CEN,6075,graduate,Software Requirements Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CEN 6075 Software Requirements Engineering
CEN 6075,CEN,6075,graduate,Software Requirements Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6075sw-reqs-eng.pdf,CEN 6075 Software Requirements Engineering
CEN 6076,CEN,6076,graduate,Software Testing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CEN 6076 Software Testing
CEN 6076,CEN,6076,graduate,Software Testing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6076sw-testing.pdf,CEN 6076 Software Testing
CEN 6085,CEN,6085,graduate,Software Architecture and Patterns,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CEN 6085 Software Architecture and Patterns
CEN 6085,CEN,6085,graduate,Software Architecture and Patterns,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6085sw-architecture-patterns.pdf,CEN 6085 Software Architecture and Patterns
CEN 6405,CEN,6405,graduate,Computer Performance Modeling,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CEN 6405 Computer Performance Modeling
CEN 6405,CEN,6405,graduate,Computer Performance Modeling,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6405computer-perf-modeling.pdf,CEN 6405 Computer Performance Modeling
CEN 6930,CEN,6930,graduate,may be counted only with prior approval of the advisor.,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/courses/,,"Both thesis and non-thesis options require a minimum of 30 credits. Students must take 1 course from Theory and Algorithms (graduate course prefix COT), 1 course from Software and Programming (graduate course prefix COP or CEN), and 1 course from Systems and Applications (graduate course prefix CAP, CIS, CNT, or CDA). Please note that courses COT 5930, COT 6930, COT 6900, COT 6905, CEN 5931, CEN 6930 may be counted only with prior approval of the advisor."
CGS 5937,CGS,5937,graduate,Graduate Seminar,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CGS 5937 Graduate Seminar
CGS 5937,CGS,5937,graduate,Graduate Seminar,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cgs5937graduate-seminar.pdf,CGS 5937 Graduate Seminar
CGS 5937,CGS,5937,graduate,Graduate Seminar,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,,CGS 5937 Graduate Seminar
CGS 5937,CGS,5937,graduate,Graduate Seminar,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/cgs5937graduate-seminar.pdf,CGS 5937 Graduate Seminar
CGS 5937,CGS,5937,graduate,Graduate Seminar (0 credits).,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/courses/,,"In addition, students pursuing non-thesis option will take 7 elective courses and students pursuing thesis option will take 6 thesis credits and 5 elective courses. All students must complete one semester of CGS 5937 Graduate Seminar (0 credits)."
CGS 5937,CGS,5937,graduate,Graduate Seminar.,https://www.fau.edu/engineering/eecs/graduate/ms/computer-science/degree-reqs/,,Must complete one semester of CGS 5937 Graduate Seminar.
CGS 5937,CGS,5937,graduate,Graduate Seminar.,https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/degree-reqs/,,Students must complete two semesters of CGS 5937 Graduate Seminar.
CIS 5371,CIS,5371,graduate,Practical Aspects of Modern Cryptography,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CIS 5371 Practical Aspects of Modern Cryptography
CIS 5371,CIS,5371,graduate,Practical Aspects of Modern Cryptography,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cis5371practical-aspects-modern-cryptography.pdf,CIS 5371 Practical Aspects of Modern Cryptography
CIS 5371,CIS,5371,graduate,Practical Aspects of Modern Cryptography,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Co-Instructor for CIS 5371: Practical Aspects of Modern Cryptography
CIS 5374,CIS,5374,graduate,Practical Aspects of Modern Cryptography,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CIS 5374: Practical Aspects of Modern Cryptography
CIS 5374,CIS,5374,graduate,Practical Aspects of Modern Cryptography Invited Guest Speaker to other courses,https://www.fau.edu/engineering/eecs/research/nrt/faculty/collaborators,,Instructor for CIS 5374: Practical Aspects of Modern Cryptography Invited Guest Speaker to other courses
CIS 6370,CIS,6370,graduate,Computer Data Security,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CIS 6370 Computer Data Security
CIS 6370,CIS,6370,graduate,Computer Data Security,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cis6370computer-data-security.pdf,CIS 6370 Computer Data Security
CIS 6375,CIS,6375,graduate,Distributed Systems Security,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CIS 6375 Distributed Systems Security
CIS 6375,CIS,6375,graduate,Distributed Systems Security,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cis6375distributed-systems-security.pdf,CIS 6375 Distributed Systems Security
CNT 5008,CNT,5008,graduate,Computer Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CNT 5008 Computer Networks
CNT 5008,CNT,5008,graduate,Computer Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt5008computer-networks.pdf,CNT 5008 Computer Networks
CNT 5109,CNT,5109,graduate,Sensor Networks and Smart Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,,CNT 5109 Sensor Networks and Smart Systems
