url,status,status_code,content_type,error
https://www.fau.edu/engineering/eecs/student/index/index.php,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-phd/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-ai/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-masters/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-ms-itm/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-ai/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-energy-resilience,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/testimonials/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/alumni/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/contact-us/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/professional-programs/professional-certificate-big-data-analytics/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/bootcamps/ai-for-cybersecurity/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/bootcamps/gen-ai-for-learning-student-success/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/bootcamps/practical-computing/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/nrt/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/research/s-stem/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/index.php,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/ms/bioengineering/,error,,,404 Client Error: Not Found for url: https://www.fau.edu/engineering/eecs/graduate/ms/bioengineering/
https://www.fau.edu/engineering/eecs/graduate/ms/business-minor/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/admiss-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/ms/artificial-intelligence/degree-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/admiss-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/phd/computer-engineering/degree-reqs/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/phd/ce/,ok,200,text/html; charset=UTF-8,
https://www.fau.edu/engineering/eecs/graduate/certificates/artificial-intelligence/admiss/,ok,200,text/html; charset=UTF-8,
