resource_type,link_text,url,source_page,saved_path,error
syllabus,CAP 6618 Machine Learning for Computer Vision,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6618machine-learning-computer-vision.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6618machine-learning-computer-vision.pdf,
syllabus,CAP 6619 Deep Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6619deep-learning.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6619deep-learning.pdf,
syllabus,CAP 6635 Artificial Intelligence,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6635artificial-intelligence.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6635artificial-intelligence.pdf,
syllabus,CAP 6640 Natural Language Processing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6640natural-language-processing.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6640natural-language-processing.pdf,
syllabus,CAP 6673 Data Mining and Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6673data-mining-machine-learning.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6673data-mining-machine-learning.pdf,
syllabus,CAP 6776 Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6776information-retrieval.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6776information-retrieval.pdf,
syllabus,CAP 6777 Web Mining,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6777web-mining.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6777web-mining.pdf,
syllabus,CAP 6778 Advanced Data Mining and Machine Learning,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6778adv-data-mining-machine-learning.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6778adv-data-mining-machine-learning.pdf,
syllabus,CAP 6780 Big Data Analytics with Hadoop,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6780big-data-analytics.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6780big-data-analytics.pdf,
syllabus,CAP 6807 Computational Advertising and Real-Time Data Analytics,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cap6807computational-adv.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cap6807computational-adv.pdf,
syllabus,CDA 5326 Cryptographic Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda5326cryptographic-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cda5326cryptographic-eng.pdf,
syllabus,CDA 6122 Evaluation of Parallel and Distributed Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6122eval-parallel-dist-systs.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cda6122eval-parallel-dist-systs.pdf,
syllabus,CDA 6132 Multiprocessor Architecture,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6132multip-architecture.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cda6132multip-architecture.pdf,
syllabus,CDA 6214 Structured VLSI Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6214structured-vlsi-design.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cda6214structured-vlsi-design.pdf,
syllabus,CDA 6316 Embedded Systems Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cda6316embedded-systems-design.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cda6316embedded-systems-design.pdf,
syllabus,CEN 5035 Software Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen5035sw-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cen5035sw-eng.pdf,
syllabus,CEN 5086 Cloud Computing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen5086cloud-computing.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cen5086cloud-computing.pdf,
syllabus,CEN 6027 Software Maintenance and Evolution,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6027sw-maint-evolution.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cen6027sw-maint-evolution.pdf,
syllabus,CEN 6075 Software Requirements Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6075sw-reqs-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cen6075sw-reqs-eng.pdf,
syllabus,CEN 6076 Software Testing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6076sw-testing.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cen6076sw-testing.pdf,
syllabus,CEN 6085 Software Architecture and Patterns,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6085sw-architecture-patterns.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cen6085sw-architecture-patterns.pdf,
syllabus,CEN 6405 Computer Performance Modeling,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cen6405computer-perf-modeling.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cen6405computer-perf-modeling.pdf,
syllabus,CGS 5937 Graduate Seminar,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cgs5937graduate-seminar.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cgs5937graduate-seminar.pdf,
syllabus,CIS 5371 Practical Aspects of Modern Cryptography,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cis5371practical-aspects-modern-cryptography.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cis5371practical-aspects-modern-cryptography.pdf,
syllabus,CIS 6370 Computer Data Security,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cis6370computer-data-security.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cis6370computer-data-security.pdf,
syllabus,CIS 6375 Distributed Systems Security,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cis6375distributed-systems-security.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cis6375distributed-systems-security.pdf,
syllabus,CNT 5008 Computer Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt5008computer-networks.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt5008computer-networks.pdf,
syllabus,CNT 5109 Sensor Networks and Smart Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt5109sensor-networks.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt5109sensor-networks.pdf,
syllabus,CNT 6108 Embedded Network Sensor Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt6108embedded-network-sensor-syst.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt6108embedded-network-sensor-syst.pdf,
syllabus,CNT 6515 Mobile Multimedia,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt6515mobile-multimedia.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt6515mobile-multimedia.pdf,
syllabus,CNT 6516 Advanced Computer Networking,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt6516adv-computer-networking.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt6516adv-computer-networking.pdf,
syllabus,CNT 6517 Mobile Computing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt6517mobile-computing.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt6517mobile-computing.pdf,
syllabus,CNT 6528 Vehicular Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt6528vehicular-networks.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt6528vehicular-networks.pdf,
syllabus,CNT 6885 Video Communication,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cnt6885video-comm.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cnt6885video-comm.pdf,
syllabus,COP 5339 Object Oriented Software Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cop5339object-oriented-sw-design.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cop5339object-oriented-sw-design.pdf,
syllabus,COP 5595 Component Programming with .Net,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cop5595component-programming.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cop5595component-programming.pdf,
syllabus,COP 5859 Semantic Web Programming,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cop5859semantic-web-programming.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cop5859semantic-web-programming.pdf,
syllabus,COP 6636 Concurrency Modeling,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cop6636concurrency-modeling.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cop6636concurrency-modeling.pdf,
syllabus,COP 6726 New Directions in Database Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cop6726new-directions-database-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cop6726new-directions-database-systems.pdf,
syllabus,COP 6728 Visual Information Retrieval,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cop6728visual-info-retrieval.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cop6728visual-info-retrieval.pdf,
syllabus,COP 6731 Theory and Implementation of Database Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cop6731theory-implementation-database-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cop6731theory-implementation-database-systems.pdf,
syllabus,COT 5930 Digital Image Processing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot5930digital-image-processing.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot5930digital-image-processing.pdf,
syllabus,COT 5930 Medical Information Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot5930medical-info-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot5930medical-info-systems.pdf,
syllabus,COT 5930 Mobile System Development - iOS,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot5930mobile-system-development-ios.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot5930mobile-system-development-ios.pdf,
syllabus,COT 6200 Theory and Philosophy of Computation,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot6200theory-philosophy-computation.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot6200theory-philosophy-computation.pdf,
syllabus,COT 6405 Analysis of Algorithms,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot6405analysis-algorithms.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot6405analysis-algorithms.pdf,
syllabus,COT 6427 Secret Sharing Protocols,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot6427secret-sharing-protocols.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot6427secret-sharing-protocols.pdf,
syllabus,COT 6446 Randomized Algorithms,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot6446randomized-algorithms.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot6446randomized-algorithms.pdf,
syllabus,COT 6930 Emerging Multimedia Technologies,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cot6930emerging-multimedia-technologies.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cot6930emerging-multimedia-technologies.pdf,
syllabus,CTS 6319 Cyber Security: Measurement and Data Analysis,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/cts6319cyber-sec-measurement-data-analysis.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\cts6319cyber-sec-measurement-data-analysis.pdf,
syllabus,EEL 6935/COT 6930 Automatic Biometric Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6935-cot6930automatic-biometric-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\eel6935-cot6930automatic-biometric-systems.pdf,
syllabus,EEL 6591 Wireless Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6591wireless-networks.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\eel6591wireless-networks.pdf,
syllabus,MAP 6264 Queueing Theory,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/pdf/map6264queueing-theory.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ce-cs/,DepCourseInfo\downloaded_forms_and_worksheets\map6264queueing-theory.pdf,
syllabus,BME 5000 Introduction to Bioengineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme5000intro-bioeng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\bme5000intro-bioeng.pdf,
syllabus,BME 5742 Bio-systems Modeling and Control,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme5742bio-systems-modeling-control.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\bme5742bio-systems-modeling-control.pdf,
syllabus,BME 6324 Stem Cell Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme6324stem-cell-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\bme6324stem-cell-eng.pdf,
syllabus,BME 6334 Tissue Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme6334tissue-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\bme6334tissue-eng.pdf,
syllabus,BME 6762 Bioinformatics: Bioengineering Perspectives,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/bme6762bioinformatics-bioeng-perspectives.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\bme6762bioinformatics-bioeng-perspectives.pdf,
syllabus,CGS 5937 Graduate Seminar,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/cgs5937graduate-seminar.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\cgs5937graduate-seminar_2.pdf,
syllabus,EEE 5286 Biosignal Processing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee5286biosignal-proc.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee5286biosignal-proc.pdf,
syllabus,EEE 5321 CMOS Amplifiers,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee5321cmos-amplifiers.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee5321cmos-amplifiers.pdf,
syllabus,EEE 5324 Silicon Integrated Circuit Fabrication,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee5324silicon-int-cir-fab.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee5324silicon-int-cir-fab.pdf,
syllabus,EEE 5371 High Frequency Amplifier Design,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee5371high-freq-amplifier-design.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee5371high-freq-amplifier-design.pdf,
syllabus,EEE 5425 Nanobiotechnology,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee5425nanobiotech.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee5425nanobiotech.pdf,
syllabus,EEE 5502 Digital Processing of Signals,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee5502digital-processing-of-Signals.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee5502digital-processing-of-Signals.pdf,
syllabus,EEE 5557 Introduction to Radar Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee5557intro-radar-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee5557intro-radar-systems.pdf,
syllabus,EEE 6374 RF Devices and Circuits,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee6374rf-devices-circuits.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee6374rf-devices-circuits.pdf,
syllabus,EEE 6508 Advanced Signal Processing,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee6508adv-signal-processing.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee6508adv-signal-processing.pdf,
syllabus,EEE 6585 Digital Processing of Speech Signals,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eee6585digital-proc-speech-signals.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eee6585digital-proc-speech-signals.pdf,
syllabus,EEL 5437 Microwave Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel5437microwave-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel5437microwave-eng.pdf,
syllabus,EEL 5500 Digital Communications Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel5500digital-comm.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel5500digital-comm.pdf,
syllabus,EEL 5613 Modern Control,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel5613modern-control.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel5613modern-control.pdf,
syllabus,EEL 5654 Control Systems 2,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel5654control-systems2.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel5654control-systems2.pdf,
syllabus,EEL 5661 Robotic Applications,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel5661robotic-applications.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel5661robotic-applications.pdf,
syllabus,EEL 5934 Cryptographic Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel5934cryptographic-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel5934cryptographic-eng.pdf,
syllabus,EEL 6297 Smart Grid,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6291smart-grid.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6291smart-grid.pdf,
syllabus,EEL 6468 Smart Antennas,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6468smart-antennas.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6468smart-antennas.pdf,
syllabus,EEL 6482 Electromagnetic Theory 1,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6482electromagnetic-theory1.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6482electromagnetic-theory1.pdf,
syllabus,EEL 6532 Information Theory,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6532info-theory.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6532info-theory.pdf,
syllabus,EEL 6537 Detection Theory,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6537detection-theory.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6537detection-theory.pdf,
syllabus,EEL 6563 Fiber Optic Communications,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6563fiber-optic-comm.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6563fiber-optic-comm.pdf,
syllabus,EEL 6591 Wireless Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6591wireless-networks.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6591wireless-networks.pdf,
syllabus,EEL 6593 Mobile Communication,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6593mobile-comm.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6593mobile-comm.pdf,
syllabus,EEL 6597 Wireless Personal Communication Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6597wireless-personal-comm-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6597wireless-personal-comm-systems.pdf,
syllabus,EEL 6682 Intelligent Control,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6682intelligent-control.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6682intelligent-control.pdf,
syllabus,EEL 6819 Neural Complex and Artificial Neural Networks,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6819neural-complex-artificial-neural-networks.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6819neural-complex-artificial-neural-networks.pdf,
syllabus,EEL 6935/COT 6930 Automatic Biometric Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6935-cot6930automatic-biometric-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6935-cot6930automatic-biometric-systems.pdf,
syllabus,EEL 6935 Medical Imaging,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6935medical-imaging.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6935medical-imaging.pdf,
syllabus,EEL 6935 Multimedia Systems,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/eel6935multimedia-systems.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\eel6935multimedia-systems.pdf,
syllabus,TCN 6122 Local Access and Internet Telecommunication Engineering,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/pdf/tcn6122local-access-internet-telecommunication-eng.pdf,https://www.fau.edu/engineering/eecs/graduate/syllabi-ee/,DepCourseInfo\downloaded_forms_and_worksheets\tcn6122local-access-internet-telecommunication-eng.pdf,
form_or_application,Joint BS/MS Degree Program Audit Form,https://www.fau.edu/engineering/eecs/pdf/bsms-audit-form.pdf,https://www.fau.edu/engineering/eecs/graduate/joint-bsms/,DepCourseInfo\downloaded_forms_and_worksheets\bsms-audit-form.pdf,
form_or_application,Department Form for Graduate College Pathways Scholarship Application,https://www.fau.edu/engineering/eecs/pdf/grad-pathway-scholarship-application.pdf,https://www.fau.edu/engineering/eecs/graduate/joint-bsms/,DepCourseInfo\downloaded_forms_and_worksheets\grad-pathway-scholarship-application.pdf,
