query_id,doc_id,rank,score
q05,pdf_0366_computer-science-minor-program-application::chunk_001,9,0.6742
q05,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_002,10,0.6715
q05,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_002,11,0.671
q05,pdf_0520_professional-ms-cs-worksheet::chunk_001,12,0.6647
q05,pdf_0491_ms-cse-worksheet-new::chunk_002,13,0.6619
q05,pdf_0497_ms-in-computer-science-program-worksheet-6-2025::chunk_001,14,0.6609
q05,pdf_0509_msto-phd-computer-engineering-worksheet12.09.2025::chunk_001,15,0.66
q05,course_0238_EEE_4541::chunk_001,16,0.6598
q05,course_0179_CNT_4164::chunk_001,17,0.6588
q05,pdf_0491_ms-cse-worksheet-new::chunk_001,18,0.6574
q05,pdf_0502_ms-in-information-technology-management-computer-science-dat::chunk_002,19,0.6563
q05,course_0159_CDA_4240C::chunk_001,20,0.6556
q05,course_0185_COP_3014::chunk_001,21,0.6544
q05,course_0275_EGN_4952C::chunk_001,22,0.6521
q05,pdf_0284_bs-phd-computer-engineering-worksheet-12.09.2025::chunk_001,23,0.6509
q05,pdf_0493_ms-egit-csda-worksheet::chunk_002,24,0.6504
q05,course_0235_EEE_4361C::chunk_001,25,0.6503
q05,course_0274_EGN_4950C::chunk_001,26,0.65
q05,pdf_0405_cybersecurity-certificate-program-application::chunk_001,27,0.6498
q05,pdf_0494_ms-egit-csec-worksheet::chunk_002,28,0.6496
q05,course_0224_COT_4900::chunk_001,29,0.6495
q05,course_0172_CGS_1571::chunk_001,30,0.6486
q05,course_0149_CAP_4773::chunk_001,31,0.6486
q05,pdf_0285_bs-phd-computer-science-worksheet12.09.2025::chunk_002,32,0.6486
q05,course_0153_CDA_4102::chunk_001,33,0.6485
q05,course_0171_CGS_1570::chunk_001,34,0.6483
q05,course_0051_CEN_6075::chunk_001,35,0.6483
q05,course_0243_EEL_3111::chunk_001,36,0.6465
q05,course_0047_CEN_5035::chunk_001,37,0.6464
q05,course_0163_CEN_4010::chunk_001,38,0.6454
q05,course_0209_COP_4610::chunk_001,39,0.6448
q05,pdf_0486_ms--arin-worksheet::chunk_002,40,0.6442
q05,course_0161_CDA_4630::chunk_001,41,0.6442
q05,pdf_0507_ms-to-phd-eel-neuroeng-concn-worksheet12.09.2025::chunk_001,42,0.6442
q05,course_0165_CEN_4214::chunk_001,43,0.6436
q05,course_0231_EEE_3300::chunk_001,44,0.6428
q05,course_0164_CEN_4010::chunk_001,45,0.6427
q05,course_0058_CGS_5937::chunk_001,46,0.6427
q05,course_0055_CEN_6930::chunk_001,47,0.6424
q05,course_0192_COP_3530::chunk_001,48,0.6415
q05,course_0176_CNT_4007::chunk_001,49,0.6411
q05,course_0269_EGN_1002::chunk_001,50,0.641
q05,pdf_0407_cybersecurity-minor-program-application::chunk_001,51,0.6404
q05,pdf_0522_professional-ms-itm-csda-concentration-worksheet::chunk_001,52,0.6397
q05,course_0160_CDA_4323::chunk_001,53,0.6376
q05,pdf_0345_certificate-biomedical-engineering-program-application::chunk_001,54,0.6374
q05,pdf_0503_ms-in-information-technology-management-cybersecurity-progra::chunk_002,55,0.6371
q05,course_0246_EEL_3118L::chunk_001,56,0.6369
q05,pdf_0508_ms-to-phd-electrical-engineering-worksheet1.13.2026::chunk_002,57,0.6367
q05,course_0091_COT_5930::chunk_001,58,0.6355
q05,course_0249_EEL_3502::chunk_001,59,0.6353
q05,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_001,60,0.6343
q05,course_0186_COP_3014::chunk_001,61,0.6342
q05,pdf_0495_ms-electrical-engineering-with-minor-in-business-worksheet::chunk_001,62,0.6341
q05,pdf_0409_data-science-certificate-program-application::chunk_001,63,0.6341
q05,course_0084_COT_5930::chunk_001,64,0.6334
q05,pdf_0501_ms-in-information-technology-management-advance-information-::chunk_002,65,0.6329
q05,pdf_0504_ms-phd-computer-science-worksheet12.09.2025::chunk_001,66,0.6328
q05,course_0210_COP_4610::chunk_001,67,0.6322
q05,course_0183_COP_2220::chunk_001,68,0.6311
q05,pdf_0334_cen5035sw-eng::chunk_001,69,0.6303
q05,pdf_0521_professional-ms-itm-adv-info-tech-concentration-worksheet::chunk_001,70,0.6296
q05,course_0157_CDA_4210::chunk_001,71,0.6289
q05,course_0046_CEN_5035::chunk_001,72,0.6269
q05,course_0219_COT_2000::chunk_001,73,0.6264
