top_k,bm25_k1,bm25_b,rrf_k,bm25_weight,dense_weight,ndcg_k,ndcg,map,combined_score
50,1.2,0.55,30,2.0,0.75,30,0.40946902609827385,0.2763568028720457,0.3429129144851598
50,1.5,0.9,60,2.5,0.25,30,0.40152985196441093,0.2842241721066797,0.3428770120355453
50,0.8,0.55,90,0.5,0.25,30,0.40707608355713376,0.2786266102550187,0.3428513469060762
50,0.8,0.55,90,1.0,0.5,30,0.40707608355713376,0.2786266102550187,0.3428513469060762
50,0.8,0.55,90,1.5,0.75,30,0.40707608355713376,0.2786266102550187,0.3428513469060762
50,0.8,0.55,90,2.0,1.0,30,0.40707608355713376,0.2786266102550187,0.3428513469060762
100,1.2,0.9,30,2.0,0.25,30,0.3953387806616862,0.2903412202550332,0.3428400004583597
100,1.8,0.75,30,1.5,0.25,30,0.3910525686010072,0.2945225969076046,0.3427875827543059
30,1.8,0.9,90,1.5,1.0,30,0.4059785588243553,0.2795174248303783,0.3427479918273668
50,0.8,0.55,10,2.5,1.5,30,0.40671546264233516,0.27853032770535674,0.3426228951738459
100,1.5,0.35,90,1.5,0.5,30,0.399230351680586,0.2859893229321678,0.3426098373063769
100,1.8,0.75,90,2.5,0.25,30,0.3904078325592445,0.2948025122297108,0.34260517239447763
30,1.5,0.9,30,1.5,1.0,30,0.4098534174853112,0.27520121506110123,0.3425273162732062
50,2.2,0.55,10,2.0,0.75,30,0.4065656299062392,0.2784007890581833,0.3424832094822112
100,1.2,0.9,90,2.5,0.25,30,0.39295171632813525,0.29193385472397243,0.34244278552605384
50,0.8,0.9,10,2.5,0.75,30,0.4047214514765531,0.28007995994850354,0.34240070571252834
100,2.2,0.35,90,1.5,0.5,30,0.39653431640343434,0.2882130777262879,0.3423736970648611
100,1.2,0.55,30,2.5,0.75,30,0.3935158736515191,0.29121038048991077,0.3423631270707149
50,1.2,0.55,10,2.5,1.0,30,0.4084350253164252,0.27616060020525846,0.3422978127608418
50,1.8,0.75,90,2.5,0.25,30,0.3996300865313274,0.2848488172758121,0.34223945190356975
100,2.2,0.55,10,2.5,0.75,30,0.39141707517304447,0.29293936381166186,0.34217821949235316
100,1.5,0.55,30,1.0,0.25,30,0.39051889393151573,0.2938173638159474,0.3421681288737316
100,1.5,0.55,30,2.0,0.5,30,0.39051889393151573,0.2938173638159474,0.3421681288737316
50,1.5,0.75,30,2.5,0.5,30,0.4011174624479174,0.2830777620817401,0.34209761226482877
30,1.8,0.9,90,2.5,1.5,30,0.40552457921755475,0.2786648092847802,0.34209469425116745
100,1.2,0.75,10,1.5,0.25,30,0.3933235971943754,0.29084941312433404,0.3420865051593547
100,0.8,0.9,90,2.0,0.25,30,0.39623345042538916,0.28778422517775815,0.34200883780157365
30,1.8,0.9,60,2.5,1.5,30,0.4054519313752269,0.27856152910631204,0.34200673024076944
100,1.5,0.55,10,1.0,0.25,30,0.39099400156718456,0.29301918395425286,0.3420065927607187
100,1.5,0.55,10,2.0,0.5,30,0.39099400156718456,0.29301918395425286,0.3420065927607187
100,0.8,0.75,10,1.5,0.5,30,0.393341133388249,0.2906643774950749,0.3420027554416619
100,1.2,0.75,90,2.0,0.25,30,0.39144886654446326,0.29247888162539387,0.34196387408492857
30,1.8,0.9,60,1.5,1.0,30,0.40536970343422246,0.2785102645813633,0.3419399840077929
50,1.8,0.55,10,2.5,0.75,30,0.4079578724695589,0.2759112822910389,0.34193457738029887
50,1.2,0.9,30,1.5,0.25,30,0.40222756480316224,0.281625171412087,0.3419263681076246
50,2.2,0.55,30,1.5,0.5,30,0.40587138114990384,0.2779748440228122,0.341923112586358
30,1.2,0.55,90,0.5,0.5,30,0.417872400323838,0.2659648876970862,0.3419186440104621
30,1.2,0.55,90,1.0,1.0,30,0.417872400323838,0.2659648876970862,0.3419186440104621
30,1.2,0.55,90,1.5,1.5,30,0.417872400323838,0.2659648876970862,0.3419186440104621
30,2.2,0.9,90,1.5,0.5,30,0.40526137030741377,0.2785620407074166,0.3419117055074152
30,0.8,0.75,30,0.5,0.5,30,0.41237988887929594,0.27128660982785746,0.34183324935357673
30,0.8,0.75,30,1.0,1.0,30,0.41237988887929594,0.27128660982785746,0.34183324935357673
30,0.8,0.75,30,1.5,1.5,30,0.41237988887929594,0.27128660982785746,0.34183324935357673
50,1.8,0.75,60,2.0,0.25,30,0.4007365718499269,0.2829189657860179,0.3418277688179724
100,1.8,0.75,60,2.0,0.25,30,0.3898178846136376,0.29376412789305867,0.34179100625334813
50,1.5,0.55,10,1.5,0.5,30,0.406173334744195,0.27737284244774946,0.3417730885959722
100,1.8,0.75,30,2.0,0.25,30,0.3901607839888533,0.29336725310727324,0.34176401854806326
50,2.2,0.35,10,1.5,1.0,30,0.40631448851675633,0.2772059197510712,0.3417602041339137
50,1.8,0.55,30,1.0,0.25,30,0.40702243891069534,0.2764623866917281,0.34174241280121176
50,1.8,0.55,30,2.0,0.5,30,0.40702243891069534,0.2764623866917281,0.34174241280121176
100,0.8,0.55,10,2.5,1.0,30,0.3932487230619025,0.2901942964993544,0.34172150978062843
100,1.8,0.35,10,2.5,1.0,30,0.39698038161919547,0.28643874274598025,0.34170956218258786
100,1.5,0.75,90,2.0,0.25,30,0.3892892995751157,0.29403746472727876,0.34166338215119724
100,1.2,0.35,10,0.5,0.25,30,0.39518577421505735,0.2880838481709215,0.34163481119298944
100,1.2,0.35,10,1.0,0.5,30,0.39518577421505735,0.2880838481709215,0.34163481119298944
100,1.2,0.35,10,2.0,1.0,30,0.39518577421505735,0.2880838481709215,0.34163481119298944
30,1.8,0.9,30,2.5,1.5,30,0.404769441448805,0.27847111056827994,0.3416202760085425
100,1.2,0.35,10,1.5,0.75,30,0.39518577421505735,0.2880501099792886,0.341617942097173
50,1.2,0.9,60,2.0,0.25,30,0.40207355465480826,0.2811519078695176,0.34161273126216296
30,1.5,0.9,90,1.0,0.75,30,0.4052984995560183,0.27786321765413446,0.34158085860507637
30,1.5,0.9,90,2.0,1.5,30,0.4052984995560183,0.27786321765413446,0.34158085860507637
30,1.2,0.55,30,1.5,1.5,30,0.4175304486147936,0.2656284238267877,0.3415794362207907
50,1.8,0.55,60,2.5,0.5,30,0.40648688056461796,0.2765968163294892,0.3415418484470536
100,1.8,0.75,10,2.0,0.25,30,0.3937992826864245,0.2892311879178963,0.34151523530216044
100,2.2,0.75,90,2.5,0.25,30,0.38693041374320375,0.29605662409473077,0.3414935189189673
30,1.2,0.55,30,0.5,0.5,30,0.41743594314759186,0.2655429829518732,0.3414894630497325
30,1.2,0.55,30,1.0,1.0,30,0.41743594314759186,0.2655429829518732,0.3414894630497325
30,1.2,0.55,60,0.5,0.5,30,0.4173440117822107,0.26560377742056235,0.34147389460138655
30,1.2,0.55,60,1.0,1.0,30,0.4173440117822107,0.26560377742056235,0.34147389460138655
30,1.2,0.55,60,1.5,1.5,30,0.4173440117822107,0.26560377742056235,0.34147389460138655
50,1.2,0.75,60,1.5,0.25,30,0.4029931554047065,0.2799528443801158,0.34147299989241114
30,0.8,0.75,60,0.5,0.5,30,0.41218622550573425,0.2707127901722424,0.3414495078389883
30,0.8,0.75,60,1.0,1.0,30,0.41218622550573425,0.2707127901722424,0.3414495078389883
30,0.8,0.75,60,1.5,1.5,30,0.41218622550573425,0.2707127901722424,0.3414495078389883
30,1.5,0.9,60,1.0,0.75,30,0.40536310439846707,0.2775330147029638,0.34144805955071544
30,1.5,0.9,60,2.0,1.5,30,0.40536310439846707,0.2775330147029638,0.34144805955071544
30,1.5,0.9,10,2.5,1.5,30,0.40946391777481184,0.2733423623439351,0.34140314005937344
50,1.8,0.9,10,2.5,0.25,30,0.4026639117991423,0.280106954578205,0.34138543318867365
100,1.8,0.55,10,1.0,0.25,30,0.3896738835490993,0.29306516370806823,0.34136952362858375
100,1.8,0.55,10,2.0,0.5,30,0.3896738835490993,0.29306516370806823,0.34136952362858375
50,1.5,0.75,10,1.0,0.25,30,0.40034127852126256,0.282358465020388,0.3413498717708253
50,1.5,0.75,10,2.0,0.5,30,0.40034127852126256,0.282358465020388,0.3413498717708253
100,1.2,0.35,90,2.0,0.75,30,0.3966913342166817,0.28596410907373804,0.34132772164520986
30,0.8,0.75,90,0.5,0.5,30,0.41202951006600236,0.27060836243623576,0.3413189362511191
30,0.8,0.75,90,1.0,1.0,30,0.41202951006600236,0.27060836243623576,0.3413189362511191
30,0.8,0.75,90,1.5,1.5,30,0.41202951006600236,0.27060836243623576,0.3413189362511191
50,1.5,0.55,90,1.5,0.25,30,0.40728889719095557,0.2753482189203473,0.3413185580556514
30,1.8,0.9,90,0.5,0.25,30,0.40509662799248825,0.2775106530006114,0.3413036404965498
30,1.8,0.9,90,1.0,0.5,30,0.40509662799248825,0.2775106530006114,0.3413036404965498
30,1.8,0.9,90,1.5,0.75,30,0.40509662799248825,0.2775106530006114,0.3413036404965498
30,1.8,0.9,90,2.0,1.0,30,0.40509662799248825,0.2775106530006114,0.3413036404965498
100,2.2,0.35,30,2.0,0.75,30,0.39471502245944545,0.2878912509285721,0.3413031366940088
50,0.8,0.75,60,1.0,0.25,30,0.40848806123910214,0.2740774828191642,0.34128277202913315
50,0.8,0.75,60,2.0,0.5,30,0.40848806123910214,0.2740774828191642,0.34128277202913315
100,1.8,0.35,30,2.0,0.75,30,0.3955420947378376,0.28697022326440397,0.3412561590011208
30,1.8,0.9,60,0.5,0.25,30,0.4050319433948025,0.27740324161500457,0.3412175925049035
30,1.8,0.9,60,1.0,0.5,30,0.4050319433948025,0.27740324161500457,0.3412175925049035
30,1.8,0.9,60,1.5,0.75,30,0.4050319433948025,0.27740324161500457,0.3412175925049035
30,1.8,0.9,60,2.0,1.0,30,0.4050319433948025,0.27740324161500457,0.3412175925049035
50,2.2,0.75,90,2.5,0.25,30,0.3980366771125663,0.2843969811662153,0.3412168291393908
50,1.2,0.75,90,2.0,0.25,30,0.40314732349663324,0.2792709252913114,0.34120912439397233
100,1.2,0.35,90,1.5,0.5,30,0.39885224057983637,0.2835190917513449,0.34118566616559065
50,0.8,0.9,60,1.5,0.25,30,0.4038708194598578,0.2784948870364363,0.34118285324814707
50,0.8,0.75,10,2.5,1.0,30,0.4067521935880329,0.2755872597525353,0.3411697266702841
50,2.2,0.55,30,2.5,0.75,30,0.4047475578757483,0.2775802452461089,0.3411639015609286
50,0.8,0.55,90,2.5,1.0,30,0.40582872759071487,0.27649088197539223,0.3411598047830535
50,1.8,0.9,30,2.5,0.25,30,0.39945809839941043,0.28285680190516566,0.34115745015228804
30,1.2,0.9,30,1.0,0.75,30,0.408437247974223,0.27386183283887233,0.34114954040654766
30,1.2,0.9,30,2.0,1.5,30,0.408437247974223,0.27386183283887233,0.34114954040654766
50,2.2,0.75,60,2.0,0.25,30,0.3981377868376699,0.28414354985201895,0.34114066834484447
100,0.8,0.55,30,1.5,0.5,30,0.3958591179595626,0.2863828637433387,0.34112099085145065
50,1.5,0.75,90,2.0,0.25,30,0.399271179701124,0.28294761979154803,0.34110939974633603
50,1.8,0.75,30,1.5,0.25,30,0.39966927868111685,0.28253661856760665,0.34110294862436175
50,1.2,0.55,10,2.0,0.75,30,0.4074240326578495,0.2746935591897754,0.34105879592381244
50,2.2,0.75,30,1.5,0.25,30,0.39803624724679265,0.28404236294908414,0.3410393050979384
100,0.8,0.75,10,2.5,0.75,30,0.3931586441711524,0.28886665005168394,0.3410126471114182
30,2.2,0.75,30,1.5,1.0,30,0.4068953127542435,0.2750462466491989,0.3409707797017212
100,0.8,0.35,90,2.5,1.0,30,0.39778753845325554,0.2840754045683278,0.3409314715107917
100,1.5,0.35,10,2.5,1.0,30,0.39670473671880885,0.2850330861931906,0.34086891145599973
100,1.2,0.9,10,2.0,0.25,30,0.39365833442412945,0.28800465411437476,0.3408314942692521
50,0.8,0.9,90,2.0,0.25,30,0.40359718696001073,0.2779800584251416,0.34078862269257615
100,1.5,0.35,60,2.0,0.75,30,0.39415503737980423,0.2873744817154592,0.34076475954763175
30,2.2,0.55,10,0.5,0.5,30,0.4122101509852513,0.26930493010909945,0.3407575405471754
30,2.2,0.55,10,1.0,1.0,30,0.4122101509852513,0.26930493010909945,0.3407575405471754
30,2.2,0.55,10,1.5,1.5,30,0.4122101509852513,0.26930493010909945,0.3407575405471754
100,1.2,0.75,30,1.5,0.25,30,0.39149625191633464,0.28999234687520176,0.3407442993957682
30,1.2,0.55,10,0.5,0.5,30,0.41612929848332797,0.26535262024438044,0.3407409593638542
30,1.2,0.55,10,1.0,1.0,30,0.41612929848332797,0.26535262024438044,0.3407409593638542
30,1.2,0.55,10,1.5,1.5,30,0.41612929848332797,0.26535262024438044,0.3407409593638542
100,1.2,0.9,10,2.5,0.25,30,0.3943516406974779,0.28701400202399047,0.3406828213607342
100,2.2,0.75,10,2.5,0.25,30,0.39299041233182763,0.2883341482699119,0.34066228030086976
50,1.8,0.35,30,1.0,0.75,30,0.406092087674435,0.2752204832160381,0.3406562854452365
50,1.8,0.35,30,2.0,1.5,30,0.406092087674435,0.2752204832160381,0.3406562854452365
100,0.8,0.9,10,1.5,0.25,30,0.39634133721695475,0.2849641468456346,0.3406527420312947
50,1.8,0.75,10,1.5,0.25,30,0.39984051300510126,0.2814588348238574,0.3406496739144793
50,1.2,0.9,90,2.5,0.25,30,0.4012073419491226,0.2800699188307317,0.34063863038992714
50,0.8,0.75,90,2.5,0.5,30,0.4078002216320812,0.2734599854053286,0.34063010351870493
50,1.5,0.55,60,2.5,0.5,30,0.4055932618333183,0.27565970322044403,0.34062648252688116
50,1.5,0.75,10,2.5,0.5,30,0.4007540688112519,0.2804088002810759,0.3405814345461639
100,2.2,0.75,60,2.5,0.25,30,0.3869886362661904,0.2941297178820948,0.3405591770741426
50,1.2,0.75,10,1.0,0.25,30,0.4020002984105502,0.27902400011605016,0.3405121492633002
50,1.2,0.75,10,2.0,0.5,30,0.4020002984105502,0.27902400011605016,0.3405121492633002
30,2.2,0.9,60,1.5,0.5,30,0.4036986717476929,0.27729349726618596,0.34049608450693947
50,1.2,0.75,30,2.5,0.5,30,0.40236541456244407,0.2786238334931193,0.3404946240277817
50,0.8,0.55,90,2.0,0.75,30,0.40530795304235784,0.2756528802482142,0.34048041664528605
30,0.8,0.75,10,0.5,0.5,30,0.4110901664345944,0.2698663673435468,0.34047826688907057
30,0.8,0.75,10,1.0,1.0,30,0.4110901664345944,0.2698663673435468,0.34047826688907057
30,0.8,0.75,10,1.5,1.5,30,0.4110901664345944,0.2698663673435468,0.34047826688907057
30,2.2,0.9,90,2.5,0.75,30,0.40383456829217657,0.27711290591711635,0.34047373710464646
100,1.2,0.9,30,2.5,0.25,30,0.39397688952545773,0.28690617004671776,0.34044152978608777
50,1.8,0.55,90,1.5,0.25,30,0.40445156343458966,0.27633297904577037,0.34039227124018
30,2.2,0.9,30,2.5,1.0,30,0.40328509129943874,0.27749307134445106,0.3403890813219449
50,2.2,0.55,60,1.0,0.25,30,0.40363905226926977,0.27708904546547153,0.34036404886737065
50,2.2,0.55,60,2.0,0.5,30,0.40363905226926977,0.27708904546547153,0.34036404886737065
30,2.2,0.75,10,2.5,1.5,30,0.4067025979291716,0.2739676459297638,0.3403351219294677
50,0.8,0.55,30,0.5,0.25,30,0.40489516027066885,0.2757196961280168,0.3403074281993428
50,0.8,0.55,30,1.0,0.5,30,0.40489516027066885,0.2757196961280168,0.3403074281993428
50,0.8,0.55,30,1.5,0.75,30,0.40489516027066885,0.2757196961280168,0.3403074281993428
50,0.8,0.55,30,2.0,1.0,30,0.40489516027066885,0.2757196961280168,0.3403074281993428
50,2.2,0.75,30,2.0,0.25,30,0.3981860847527673,0.2823565836502638,0.34027133420151556
100,1.8,0.35,90,2.5,0.75,30,0.39341111329771217,0.2871209461580812,0.34026602972789666
30,2.2,0.55,60,0.5,0.5,30,0.4121291254599896,0.2683968513762904,0.34026298841813996
30,2.2,0.55,60,1.0,1.0,30,0.4121291254599896,0.2683968513762904,0.34026298841813996
30,2.2,0.55,60,1.5,1.5,30,0.4121291254599896,0.2683968513762904,0.34026298841813996
30,2.2,0.55,30,0.5,0.5,30,0.4120818739447324,0.2684396826780726,0.3402607783114025
30,2.2,0.55,30,1.0,1.0,30,0.4120818739447324,0.2684396826780726,0.3402607783114025
30,2.2,0.55,30,1.5,1.5,30,0.4120818739447324,0.2684396826780726,0.3402607783114025
30,1.5,0.9,90,1.5,1.0,30,0.40413918023973544,0.2763563575490325,0.34024776889438396
100,1.5,0.55,60,2.5,0.5,30,0.3881923411919552,0.29228714088020935,0.3402397410360823
30,1.8,0.9,10,0.5,0.25,30,0.40669788232285825,0.273765886548515,0.34023188443568664
30,1.8,0.9,10,1.0,0.5,30,0.40669788232285825,0.273765886548515,0.34023188443568664
30,1.8,0.9,10,1.5,0.75,30,0.40669788232285825,0.273765886548515,0.34023188443568664
30,1.8,0.9,10,2.0,1.0,30,0.40669788232285825,0.273765886548515,0.34023188443568664
100,2.2,0.35,10,1.5,0.5,30,0.3957384785503888,0.28465924864748426,0.34019886359893653
50,0.8,0.9,60,2.0,0.25,30,0.4048387731058997,0.275554184081562,0.34019647859373087
100,1.2,0.9,60,2.5,0.25,30,0.39060896921531124,0.2897817519322904,0.34019536057380084
50,1.8,0.35,10,1.0,0.75,30,0.4029641042567592,0.27739674457487346,0.3401804244158163
50,1.8,0.35,10,2.0,1.5,30,0.4029641042567592,0.27739674457487346,0.3401804244158163
100,1.2,0.35,90,2.5,0.75,30,0.39725224823248884,0.283023928445366,0.34013808833892745
50,1.5,0.9,10,2.0,0.25,30,0.40082926936050195,0.2794168014406336,0.34012303540056776
50,0.8,0.9,30,2.5,0.5,30,0.40280829569279014,0.27741141919741896,0.3401098574451046
100,1.8,0.35,10,2.0,0.75,30,0.3961001612294984,0.2840462659431078,0.3400732135863031
50,0.8,0.75,30,2.5,0.75,30,0.4069625035948615,0.27304937524067524,0.34000593941776835
100,2.2,0.55,30,1.0,0.25,30,0.3882795798835828,0.29172065821329046,0.34000011904843663
100,2.2,0.55,30,2.0,0.5,30,0.3882795798835828,0.29172065821329046,0.34000011904843663
100,0.8,0.55,60,2.5,0.75,30,0.3928064574832951,0.2871681947640162,0.3399873261236557
50,2.2,0.75,10,1.5,0.25,30,0.39859748503877185,0.2813713189283503,0.33998440198356106
100,1.5,0.35,30,2.5,1.0,30,0.39379931114699007,0.2861322478917097,0.3399657795193499
50,1.2,0.55,30,1.5,0.5,30,0.4054584213162707,0.2744586657556599,0.33995854353596533
30,2.2,0.9,30,2.0,0.75,30,0.40285558555858036,0.2768805655349974,0.3398680755467889
100,1.5,0.75,30,1.5,0.25,30,0.38685501013068696,0.2928809941963924,0.3398680021635397
50,0.8,0.9,10,1.0,0.25,30,0.40114138805269794,0.27858231151185825,0.33986184978227807
50,0.8,0.9,10,2.0,0.5,30,0.40114138805269794,0.27858231151185825,0.33986184978227807
100,0.8,0.75,30,1.0,0.25,30,0.39327691007856636,0.28635649658354145,0.3398167033310539
100,0.8,0.75,30,2.0,0.5,30,0.39327691007856636,0.28635649658354145,0.3398167033310539
30,2.2,0.9,10,2.5,1.0,30,0.4034603666812967,0.27616950122834655,0.33981493395482165
30,2.2,0.55,90,0.5,0.5,30,0.41177035682853946,0.2678306209854986,0.339800488907019
30,2.2,0.55,90,1.0,1.0,30,0.41177035682853946,0.2678306209854986,0.339800488907019
30,2.2,0.55,90,1.5,1.5,30,0.41177035682853946,0.2678306209854986,0.339800488907019
30,2.2,0.9,60,2.5,0.75,30,0.4031264704167243,0.2764168111216427,0.3397716407691835
50,0.8,0.75,10,2.0,0.75,30,0.4057231426373832,0.2737970277622543,0.3397600851998187
30,1.8,0.9,30,0.5,0.25,30,0.40339941851914995,0.27609458947765525,0.33974700399840263
30,1.8,0.9,30,1.0,0.5,30,0.40339941851914995,0.27609458947765525,0.33974700399840263
30,1.8,0.9,30,1.5,0.75,30,0.40339941851914995,0.27609458947765525,0.33974700399840263
30,1.8,0.9,30,2.0,1.0,30,0.40339941851914995,0.27609458947765525,0.33974700399840263
100,0.8,0.9,30,1.5,0.25,30,0.39275468596040913,0.28668251772638664,0.33971860184339786
100,0.8,0.9,60,2.0,0.25,30,0.3931241138047884,0.2862944892901302,0.33970930154745926
30,1.8,0.9,90,2.5,1.0,30,0.404007192814505,0.2753790804970709,0.33969313665578793
50,0.8,0.55,60,2.5,1.0,30,0.4044682379184773,0.27483176297488654,0.3396500004466819
100,1.2,0.55,90,2.5,0.5,30,0.3917811813136115,0.2873722494261885,0.3395767153699
30,1.5,0.9,90,2.5,1.5,30,0.4035967491972981,0.27552581046221974,0.3395612798297589
100,1.2,0.75,60,2.0,0.25,30,0.389265647640869,0.2898224208675368,0.3395440342542029
50,1.2,0.35,10,1.0,0.75,30,0.4028850711364603,0.2761928558606537,0.339538963498557
50,1.2,0.35,10,2.0,1.5,30,0.4028850711364603,0.2761928558606537,0.339538963498557
30,1.5,0.9,60,1.5,1.0,30,0.40363995043142537,0.2754149108903515,0.3395274306608884
50,2.2,0.55,90,2.5,0.5,30,0.4029992443860187,0.2759858129141502,0.33949252865008445
100,1.2,0.55,10,2.5,0.75,30,0.3915379719985843,0.2874272031077033,0.3394825875531438
50,1.5,0.35,10,1.0,0.75,30,0.40146672282635115,0.2774181605572633,0.33944244169180726
50,1.5,0.35,10,2.0,1.5,30,0.40146672282635115,0.2774181605572633,0.33944244169180726
50,2.2,0.35,10,2.5,1.5,30,0.40495592173361217,0.27392646947916977,0.33944119560639097
30,1.8,0.75,10,1.5,1.0,30,0.40931676702040665,0.26954996552323596,0.3394333662718213
50,1.5,0.9,30,2.5,0.25,30,0.39791484098260765,0.280910435129007,0.33941263805580735
30,1.5,0.9,60,2.5,1.5,30,0.40346439802861794,0.2752738815918698,0.33936913981024386
50,1.2,0.55,60,1.0,0.25,30,0.4056047167179681,0.27309428561877513,0.3393495011683716
50,1.2,0.55,60,2.0,0.5,30,0.4056047167179681,0.27309428561877513,0.3393495011683716
50,1.2,0.55,30,2.5,0.75,30,0.4057968465373932,0.27287568929680434,0.33933626791709876
100,0.8,0.55,10,2.0,0.75,30,0.39160801420130975,0.2870091026655563,0.339308558433433
100,1.2,0.75,90,2.5,0.25,30,0.3876793654510085,0.29087404359275315,0.33927670452188086
50,1.5,0.55,10,2.5,0.75,30,0.40273408295123997,0.27578039759657597,0.33925724027390797
100,0.8,0.9,90,2.5,0.25,30,0.3930390271462825,0.28544919327905044,0.3392441102126665
30,2.2,0.9,10,2.0,0.75,30,0.4029465103566719,0.2754837451854476,0.3392151277710598
30,1.2,0.9,30,1.5,1.0,30,0.40757896557559453,0.2708122869782989,0.3391956262769467
30,1.2,0.9,10,1.5,1.0,30,0.40837991823311415,0.26994041751966596,0.33916016787639003
100,1.5,0.75,30,2.0,0.25,30,0.3879467872102382,0.2903552592048686,0.3391510232075534
100,0.8,0.35,60,2.5,1.0,30,0.395618601415954,0.2826113728342971,0.33911498712512556
100,1.2,0.35,60,2.0,0.75,30,0.39225954871650376,0.28566647654565813,0.338963012631081
100,0.8,0.35,30,0.5,0.25,30,0.39235329302759675,0.28555999334564197,0.33895664318661933
100,0.8,0.35,30,1.0,0.5,30,0.39235329302759675,0.28555999334564197,0.33895664318661933
100,0.8,0.35,30,1.5,0.75,30,0.39235329302759675,0.28555999334564197,0.33895664318661933
100,0.8,0.35,30,2.0,1.0,30,0.39235329302759675,0.28555999334564197,0.33895664318661933
100,1.8,0.75,30,2.5,0.25,30,0.3885246606417429,0.2893737152689769,0.3389491879553599
100,1.8,0.55,60,2.5,0.5,30,0.384754793472108,0.2931376513786641,0.3389462224253861
100,1.5,0.75,10,2.0,0.25,30,0.3908084285319311,0.28708086186491816,0.3389446451984246
50,1.5,0.35,30,1.0,0.75,30,0.4028714427893041,0.2748425427941601,0.3388569927917321
50,1.5,0.35,30,2.0,1.5,30,0.4028714427893041,0.2748425427941601,0.3388569927917321
100,0.8,0.75,60,2.5,0.5,30,0.391646336054253,0.2859297454866142,0.33878804077043356
30,1.8,0.9,60,2.5,1.0,30,0.4030156102885119,0.27454098503895985,0.3387782976637359
50,0.8,0.55,60,2.0,0.75,30,0.4037279548879738,0.2738055870489689,0.33876677096847135
30,1.8,0.9,60,2.0,0.75,30,0.4029635130646179,0.27456975091728575,0.3387666319909518
30,1.8,0.9,90,2.0,0.75,30,0.4029635130646179,0.27456975091728575,0.3387666319909518
100,2.2,0.35,90,2.5,0.75,30,0.3909762485509127,0.28655548071018855,0.3387658646305506
100,1.5,0.35,10,2.0,0.75,30,0.3953643527825426,0.2821257945652228,0.33874507367388274
50,0.8,0.9,90,2.5,0.25,30,0.40122808711639524,0.27623231488185807,0.33873020099912665
100,1.8,0.35,60,1.5,0.5,30,0.39024636866859824,0.28720423457972016,0.3387253016241592
30,0.8,0.9,10,1.0,0.75,30,0.40882738116830636,0.268617375717053,0.3387223784426797
30,0.8,0.9,10,2.0,1.5,30,0.40882738116830636,0.268617375717053,0.3387223784426797
30,2.2,0.9,10,2.5,0.75,30,0.40188024499992026,0.2755378499945932,0.3387090474972567
50,1.5,0.75,30,1.5,0.25,30,0.39756966401097626,0.27984767427264995,0.3387086691418131
100,1.8,0.75,10,2.5,0.25,30,0.3900864327105114,0.28726118127551015,0.33867380699301075
100,0.8,0.35,90,2.0,0.75,30,0.3944067785252428,0.28289996353714897,0.33865337103119586
30,2.2,0.75,60,1.0,0.75,30,0.40127236836129226,0.27591382696412164,0.33859309766270695
30,2.2,0.75,60,2.0,1.5,30,0.40127236836129226,0.27591382696412164,0.33859309766270695
100,1.5,0.55,90,1.5,0.25,30,0.38609066174015183,0.2909236911704854,0.3385071764553186
30,1.5,0.9,90,0.5,0.25,30,0.40318664333826915,0.27378343559954404,0.3384850394689066
30,1.5,0.9,90,1.0,0.5,30,0.40318664333826915,0.27378343559954404,0.3384850394689066
30,1.5,0.9,90,1.5,0.75,30,0.40318664333826915,0.27378343559954404,0.3384850394689066
30,1.5,0.9,90,2.0,1.0,30,0.40318664333826915,0.27378343559954404,0.3384850394689066
50,1.2,0.35,30,1.0,0.75,30,0.4031988670434247,0.2736903287385189,0.3384445978909718
50,1.2,0.35,30,2.0,1.5,30,0.4031988670434247,0.2736903287385189,0.3384445978909718
100,1.2,0.75,30,2.0,0.25,30,0.388183191168665,0.2886709449293008,0.3384270680489829
50,1.8,0.35,10,1.5,1.0,30,0.40278655819967984,0.2740504298759097,0.3384184940377948
100,1.5,0.35,90,2.5,0.75,30,0.39144506859858014,0.2853422822593154,0.33839367542894777
30,1.5,0.9,10,0.5,0.25,30,0.40568346238059866,0.2710574229565248,0.33837044266856176
30,1.5,0.9,10,1.0,0.5,30,0.40568346238059866,0.2710574229565248,0.33837044266856176
30,1.5,0.9,10,1.5,0.75,30,0.40568346238059866,0.2710574229565248,0.33837044266856176
30,1.5,0.9,10,2.0,1.0,30,0.40568346238059866,0.2710574229565248,0.33837044266856176
30,1.2,0.75,10,1.0,0.75,30,0.40783012908717964,0.2689008668682266,0.3383654979777031
30,1.2,0.75,10,2.0,1.5,30,0.40783012908717964,0.2689008668682266,0.3383654979777031
50,0.8,0.9,30,1.5,0.25,30,0.4019449774066198,0.27473969707483925,0.3383423372407295
50,1.2,0.9,10,1.5,0.25,30,0.3987816860541672,0.277849146963849,0.3383154165090081
100,0.8,0.55,90,1.0,0.25,30,0.39044554489720806,0.28618169708864655,0.3383136209929273
100,0.8,0.55,90,2.0,0.5,30,0.39044554489720806,0.28618169708864655,0.3383136209929273
50,0.8,0.75,90,1.5,0.25,30,0.40528133576616643,0.2713456239917795,0.338313479878973
100,2.2,0.75,30,2.5,0.25,30,0.38529887636583793,0.2913215608220577,0.33831021859394783
50,2.2,0.35,30,1.5,1.0,30,0.4012750931632288,0.27525008697200287,0.33826259006761583
