method,chunk_size_words,chunk_overlap_words,top_k,bm25_k1,bm25_b,rrf_k,bm25_weight,dense_weight,rerank_top_n,reranker_model,ndcg_k,ndcg,map,combined_score,num_chunks,num_qrels
rrf,700,100,150,1.8,0.9,120,0.25,2.0,0,,30,0.4899586192544376,0.3501375218402081,0.42004807054732285,582,182
rrf,700,100,100,2.2,0.9,150,0.25,1.5,0,,30,0.48935075241992815,0.3506562273615185,0.42000348989072334,582,182
rrf,700,100,100,2.2,0.9,150,0.5,3.0,0,,30,0.48935075241992815,0.3506562273615185,0.42000348989072334,582,182
rrf,700,150,100,1.8,0.75,120,0.25,2.0,0,,30,0.48895724532880014,0.3509927485157903,0.41997499692229523,586,182
rrf,700,100,100,1.8,1.0,60,0.25,1.5,0,,30,0.490588006133332,0.34935590379441017,0.4199719549638711,582,182
rrf,700,100,100,1.8,1.0,60,0.5,3.0,0,,30,0.490588006133332,0.34935590379441017,0.4199719549638711,582,182
rrf,700,100,100,2.2,1.0,120,0.25,1.5,0,,30,0.4890148055316999,0.3508864301166879,0.4199506178241939,582,182
rrf,700,100,100,2.2,1.0,120,0.5,3.0,0,,30,0.4890148055316999,0.3508864301166879,0.4199506178241939,582,182
rrf,700,100,100,1.8,0.9,90,0.5,2.5,0,,30,0.48973828682046305,0.35015550772314935,0.41994689727180623,582,182
rrf,700,100,200,1.8,0.9,60,0.25,1.5,0,,30,0.48982247444398036,0.3500506258505567,0.4199365501472685,582,182
rrf,700,100,200,1.8,0.9,60,0.5,3.0,0,,30,0.48982247444398036,0.3500506258505567,0.4199365501472685,582,182
rrf,900,100,100,1.8,1.0,150,0.5,2.0,0,,30,0.48852931432290037,0.3512825276225945,0.4199059209727474,557,178
rrf,700,150,100,2.2,1.0,90,0.25,1.5,0,,30,0.4904106724669955,0.3493982142907509,0.4199044433788732,586,182
rrf,700,150,100,2.2,1.0,90,0.5,3.0,0,,30,0.4904106724669955,0.3493982142907509,0.4199044433788732,586,182
rrf,700,100,100,2.2,0.9,90,0.25,2.0,0,,30,0.4903101099727808,0.3494924051703851,0.4199012575715829,582,182
rrf,700,150,150,1.8,0.9,120,0.25,1.5,0,,30,0.489323420170871,0.3504783581836823,0.41990088917727664,586,182
rrf,700,150,150,1.8,0.9,120,0.5,3.0,0,,30,0.489323420170871,0.3504783581836823,0.41990088917727664,586,182
rrf,700,100,100,2.2,1.0,120,0.25,3.0,0,,30,0.4885197977925254,0.3512812478758783,0.4199005228342019,582,182
