method,chunk_size_words,chunk_overlap_words,top_k,bm25_k1,bm25_b,rrf_k,bm25_weight,dense_weight,rerank_top_n,reranker_model,ndcg_k,ndcg,map,combined_score,num_chunks,num_qrels
rrf,700,75,100,2.2,1.0,180,0.25,3.0,0,,30,0.49038570169505313,0.34808771778018605,0.4192367097376196,580,182
rrf,700,125,150,2.2,1.0,180,0.25,3.0,0,,30,0.4884561453563615,0.3500037834897363,0.41922996442304894,584,182
rrf,700,150,100,2.2,1.0,180,0.25,3.0,0,,30,0.4880986362525278,0.3503370200100891,0.4192178281313085,586,182
rrf,750,150,150,2.2,1.0,120,0.5,3.0,0,,30,0.48715162775421644,0.3512721382257051,0.41921188298996076,579,181
rrf,700,150,100,2.2,1.0,150,0.5,2.0,0,,30,0.48981085641356376,0.3486043508338802,0.419207603623722,586,182
rrf,700,150,100,2.2,1.0,180,0.5,3.0,0,,30,0.48788394241174576,0.3505263378307178,0.4192051401212318,586,182
rrf,750,75,150,2.2,1.0,180,0.25,2.0,0,,30,0.48841385774804147,0.3499854789150853,0.4191996683315634,577,181
rrf,700,100,150,2.2,1.0,180,0.5,3.0,0,,30,0.48717228152222386,0.35113646084616335,0.41915437118419363,582,182
rrf,700,75,100,2.2,1.0,180,0.25,2.0,0,,30,0.4893564976034127,0.3489499652990516,0.4191532314512322,580,182
rrf,750,150,100,2.2,1.0,150,0.25,2.5,0,,30,0.48837577508636637,0.3499153591823935,0.41914556713437995,579,181
rrf,750,150,150,2.2,1.0,180,0.5,2.0,0,,30,0.48716800784720243,0.3511127223874218,0.4191403651173121,579,181
rrf,700,125,150,2.2,1.0,120,0.25,2.0,0,,30,0.488567885378398,0.34970638603888604,0.41913713570864203,584,182
rrf,650,100,150,2.2,1.0,150,0.25,2.5,0,,30,0.48928853323828864,0.3489694456283575,0.4191289894333231,589,182
rrf,800,100,100,2.2,1.0,150,0.5,2.0,0,,30,0.4890821147862067,0.34915077400289185,0.4191164443945493,573,180
rrf,750,75,100,2.2,1.0,150,0.25,3.0,0,,30,0.4875251402095215,0.35070396068061793,0.41911455044506973,577,181
rrf,700,75,100,2.2,1.0,150,0.25,2.5,0,,30,0.4902907342321606,0.34793742919910875,0.4191140817156347,580,182
rrf,750,75,100,2.2,1.0,180,0.5,3.0,0,,30,0.4883146373392951,0.3499005149793232,0.41910757615930916,577,181
rrf,700,175,100,2.2,1.0,150,0.25,2.0,0,,30,0.48821658034097787,0.34996132064313035,0.4190889504920541,587,182
rrf,750,175,100,2.2,1.0,180,0.5,2.0,0,,30,0.48988020187248144,0.3482587282142581,0.4190694650433697,581,181
rrf,750,150,150,2.2,1.0,180,0.25,2.5,0,,30,0.48644588847031295,0.3516054568622921,0.41902567266630253,579,181
rrf,650,100,100,2.2,1.0,180,0.25,3.0,0,,30,0.48860056342284014,0.3494245484598362,0.4190125559413382,589,182
rrf,700,75,100,2.2,1.0,120,0.25,2.5,0,,30,0.49024685621413033,0.3477433450258095,0.4189951006199699,580,182
rrf,750,150,100,2.2,1.0,120,0.5,2.0,0,,30,0.48938475771606793,0.34859148476393736,0.4189881212400026,579,181
rrf,800,125,100,2.2,1.0,180,0.5,2.0,0,,30,0.4880572119300969,0.3498477184295289,0.4189524651798129,574,180
rrf,750,75,100,2.2,1.0,150,0.5,3.0,0,,30,0.48816020275203875,0.349729195657911,0.4189446992049749,577,181
rrf,750,125,100,2.2,1.0,180,0.5,2.0,0,,30,0.49198429311762615,0.3458707953019457,0.41892754420978595,579,181
rrf,700,100,150,2.2,1.0,150,0.5,3.0,0,,30,0.4870265432614357,0.3508116359913015,0.4189190896263686,582,182
rrf,700,125,150,2.2,1.0,150,0.5,3.0,0,,30,0.48707994230573665,0.35067909745760734,0.418879519881672,584,182
rrf,750,175,100,2.2,1.0,120,0.25,2.0,0,,30,0.48844151756859894,0.3493011418810431,0.418871329724821,581,181
rrf,750,175,100,2.2,1.0,150,0.5,2.0,0,,30,0.4896268265488316,0.34810491417752576,0.4188658703631787,581,181
rrf,750,150,150,2.2,1.0,150,0.5,3.0,0,,30,0.4860243218109383,0.3516851535018152,0.4188547376563767,579,181
rrf,700,175,100,2.2,1.0,120,0.25,2.0,0,,30,0.4881692422941431,0.3495399172747978,0.41885457978447044,587,182
