query_id,doc_id,rank,score
q02,pdf_0344_certificate-big-data-analytics-application::chunk_001,36,21.5555
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_005,37,21.5282
q02,pdf_0496_ms-in-computer-engineering-program-sheet-6-2025::chunk_001,38,21.4349
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_001,39,20.6801
q02,course_0109_COT_6930::chunk_001,40,20.62
q02,pdf_0499_ms-in-eel-worksheet::chunk_001,41,20.5811
q02,course_0240_EEE_4541::chunk_001,42,20.3046
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_004,43,20.2986
q02,pdf_0530_syllabus-mobile-app-projects-fall-2024::chunk_003,44,20.1743
q02,pdf_0529_syllabus-intro-intelligent-auton-robots-fall-2024::chunk_003,45,19.9847
q02,pdf_0500_ms-in-electrical-engineering-program-sheet-6-2025::chunk_001,46,19.5197
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_003,47,16.7811
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_001,48,16.0656
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_004,49,14.6988
q02,pdf_0301_cap5625computational-foundations-of-artificial-intelligence::chunk_001,50,14.6986
q02,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_003,51,14.4355
q02,pdf_0291_bsms-joint-mechanical-engineering-and-msai-audit-form::chunk_001,52,14.3542
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_002,53,14.3241
q02,course_0004_CAP_5625::chunk_001,54,12.288
q02,pdf_0525_syllabus-ai-data-sci-cybersecurity-ethics-fall-2024::chunk_001,55,12.0024
q02,pdf_0528_syllabus-generative-ai-driven-software-development-fall-2024::chunk_005,56,11.6005
q02,pdf_0532_syllabus-trustworthy-artificial-intelligence-fall-2024::chunk_002,57,11.5551
q02,pdf_0311_cap6635artificial-intelligence::chunk_001,58,11.1645
q02,pdf_0298_cap4630artificial-intelligence::chunk_001,59,10.9082
q02,course_0021_CAP_6629::chunk_001,60,10.6324
q02,course_0018_CAP_6619::chunk_001,61,10.6324
q02,course_0023_CAP_6635::chunk_001,62,10.6324
q02,course_0028_CAP_6673::chunk_001,63,10.6324
q02,course_0003_CAP_5625::chunk_001,64,10.6324
q02,pdf_0406_cybersecurity-certificate-worksheet-2023::chunk_001,65,10.6112
q02,pdf_0515_professional-certificate-big-data-analytics-application::chunk_001,66,10.5535
q02,pdf_0499_ms-in-eel-worksheet::chunk_002,67,10.3492
q02,course_0144_CAP_4623::chunk_001,68,10.3489
q02,pdf_0412_eecs-low-residency-phd-form::chunk_001,69,10.2978
q02,course_0101_COT_6930::chunk_001,70,10.0907
q02,course_0087_COT_5930::chunk_001,71,10.0907
q02,pdf_0488_ms--dsa--worksheet::chunk_002,72,10.0742
q02,pdf_0480_grad-pathway-scholarship-application::chunk_001,73,10.0685
q02,pdf_0290_bsms-audit-form::chunk_001,74,10.0361
q02,pdf_0292_bsphd-audit-form::chunk_001,75,10.0099
q03,pdf_0516_professional-certificate-big-data-analytics-worksheet::chunk_001,1,78.1163
